"lob","benchmark_type","category","mcg","prcnt_bnmrk","prcnt_actul","label_bnmrk","label_actul"
"com","south atlantic","card","m-190",0.07,0.05,"0.07%","0.05%"
"com","east south central","neo","p-265",0.09,0.24,"0.09%","0.24%"
"com","well managed","gi","m-250",0.04,0.03,"0.04%","0.03%"
"com","others","unclx","a-hsc",0.12,0.02,"0.12%","0.02%"
"com","new england","ob","s-1181",0.08,0.1,"0.08%","0.1%"
"com","new england","ped","p-147",0,0,"0%","0%"
"com","loosely managed","neo","p-358",0.11,0.13,"0.11%","0.13%"
"com","west south central","neo","p-15",0.01,0.01,"0.01%","0.01%"
"com","loosely managed","gs","s-845",0,0,"0%","0%"
"com","east north central","ped","p-411",0,0,"0%","0%"
"com","middle atlantic","gs","s-360",0,0,"0%","0%"
"com","loosely managed","gs","s-445",0,0,"0%","0%"
"com","west south central","gs","s-795",0,0,"0%","0%"
"com","weighted national","neo","p-340",0,0,"0%","0%"
"com","east north central","cv","s-1310",0.01,0.01,"0.01%","0.01%"
"com","west south central","ob","m-195",0,0,"0%","0%"
"com","east north central","ort","m-63",0.01,0.01,"0.01%","0.01%"
"com","west north central","ped","p-114",0,0,"0%","0%"
"com","east north central","ped","p-950",0,0,"0%","0%"
"com","weighted national","gi","mg-gas",0.07,0.05,"0.07%","0.05%"
"com","west south central","neo","p-155",0,0,"0%","0%"
"com","weighted national","cv","sg-cvs",0.05,0.05,"0.05%","0.05%"
"com","well managed","uro","mg-ud",0.01,0.03,"0.01%","0.03%"
"com","moderately managed","ort","s-460",0,0,"0%","0%"
"com","west north central","ped","p-202",0,0,"0%","0%"
"com","pacific","ped","p-30",0.01,0,"0.01%","0%"
"com","west north central","ort","s-100",0.01,0.01,"0.01%","0.01%"
"com","east south central","neuro","m-83",0.07,0.05,"0.07%","0.05%"
"com","pacific","ort","s-820",0.05,0.06,"0.05%","0.06%"
"com","moderately managed","ort","s-421",0,0,"0%","0%"
"com","new england","uro","s-870",0.01,0.01,"0.01%","0.01%"
"com","moderately managed","gs","s-370",0,0,"0%","0%"
"com","pacific","ob","m-132",0,0,"0%","0%"
"com","mountain","unclx","a-apc",0,0,"0%","0%"
"com","east north central","gs","s-445",0,0,"0%","0%"
"com","west north central","gs","s-1200",0,0,"0%","0%"
"com","west north central","ort","s-424",0,0,"0%","0%"
"com","east south central","hns","s-1000",0,0.01,"0%","0.01%"
"com","middle atlantic","neuro","m-580",0.02,0.02,"0.02%","0.02%"
"com","moderately managed","ns","s-1050",0,0,"0%","0%"
"com","west north central","bh","b-014-ip",0.01,0.02,"0.01%","0.02%"
"com","south atlantic","ort","s-580",0,0,"0%","0%"
"com","pacific","cv","s-535",0,0,"0%","0%"
"com","loosely managed","ped","p-535",0,0,"0%","0%"
"com","west north central","cv","s-290",0.02,0.01,"0.02%","0.01%"
"com","east north central","thor","m-350",0.01,0,"0.01%","0%"
"com","mountain","neuro","m-83",0.04,0.05,"0.04%","0.05%"
"com","loosely managed","gs","s-1060",0,0,"0%","0%"
"com","pacific","card","m-197",0.01,0.02,"0.01%","0.02%"
"com","south atlantic","cv","s-1310",0.01,0.01,"0.01%","0.01%"
"com","west south central","bh","b-001-ip",0,0,"0%","0%"
"com","middle atlantic","bh","b-011-ip",0.01,0.01,"0.01%","0.01%"
"com","new england","card","m-270",0,0.01,"0%","0.01%"
"com","west north central","ped","p-300",0,0,"0%","0%"
"com","south atlantic","ort","s-565",0,0,"0%","0%"
"com","middle atlantic","ort","s-460",0,0,"0%","0%"
"com","moderately managed","ort","s-705",0,0,"0%","0%"
"com","mountain","neuro","m-152",0,0,"0%","0%"
"com","others","gs","s-370",0,0,"0%","0%"
"com","east north central","ort","s-490",0,0,"0%","0%"
"com","west north central","ort","s-340",0,0,"0%","0%"
"com","west north central","ort","s-60",0,0,"0%","0%"
"com","south atlantic","thor","pg-rf",0.05,0.04,"0.05%","0.04%"
"com","middle atlantic","ort","m-63",0.01,0.01,"0.01%","0.01%"
"com","well managed","neuro","m-580",0.01,0.02,"0.01%","0.02%"
"com","new england","card","m-510",0.02,0.01,"0.02%","0.01%"
"com","east north central","ort","s-633",0,0,"0%","0%"
"com","others","gi","m-550",0.02,0.01,"0.02%","0.01%"
"com","others","ort","s-1132",0,0,"0%","0%"
"com","others","gi","m-150",0.05,0.02,"0.05%","0.02%"
"com","loosely managed","gi","m-555",0.02,0.01,"0.02%","0.01%"
"com","east north central","ped","p-52",0,0,"0%","0%"
"com","west south central","bh","b-018-ip",0,0,"0%","0%"
"com","west north central","neph","m-325",0,0.01,"0%","0.01%"
"com","others","ob","mg-obd-gy",0.15,0.01,"0.15%","0.01%"
"com","pacific","gi","m-370",0,0.01,"0%","0.01%"
"com","east north central","ob","s-350",0.58,0.57,"0.58%","0.57%"
"com","new england","ped","p-470",0,0,"0%","0%"
"com","new england","ophth","s-900",0,0,"0%","0%"
"com","west north central","bh","b-004-ip",0.05,0.05,"0.05%","0.05%"
"com","middle atlantic","thor","s-1082",0.02,0.01,"0.02%","0.01%"
"com","west south central","thor","sg-ts",0.01,0,"0.01%","0%"
"com","well managed","bh","b-011-ip",0.01,0.01,"0.01%","0.01%"
"com","loosely managed","card","m-154",0.01,0,"0.01%","0%"
"com","west north central","cv","s-480",0,0,"0%","0%"
"com","south atlantic","thor","m-100",0.05,0.02,"0.05%","0.02%"
"com","moderately managed","ns","s-412",0,0,"0%","0%"
"com","south atlantic","ort","s-470",0,0,"0%","0%"
"com","weighted national","ort","s-572",0,0,"0%","0%"
"com","middle atlantic","bh","b-002-ip",0.01,0.01,"0.01%","0.01%"
"com","east south central","id","m-70",0.08,0.03,"0.08%","0.03%"
"com","south atlantic","gi","m-550",0.01,0.01,"0.01%","0.01%"
"com","west south central","uro","s-200",0,0,"0%","0%"
"com","west north central","neo","p-340",0,0,"0%","0%"
"com","east north central","ort","s-110",0,0,"0%","0%"
"com","east south central","ort","s-675",0,0,"0%","0%"
"com","well managed","gi","m-170",0.03,0.04,"0.03%","0.04%"
"com","west north central","bh","b-023-ip",0.01,0,"0.01%","0%"
"com","weighted national","gi","m-560",0.01,0.01,"0.01%","0.01%"
"com","well managed","cv","s-1310",0,0.01,"0%","0.01%"
"com","others","uro","sg-us",0,0.01,"0%","0.01%"
"com","south atlantic","ped","p-535",0,0,"0%","0%"
"com","moderately managed","gs","s-860",0,0,"0%","0%"
"com","others","ped","p-535",0,0,"0%","0%"
"com","east north central","ped","p-443",0,0,"0%","0%"
"com","new england","neo","p-265",0.17,0.24,"0.17%","0.24%"
"com","mountain","ort","s-1210",0,0,"0%","0%"
"com","middle atlantic","ort","s-705",0,0,"0%","0%"
"com","well managed","gs","s-516",0.03,0.13,"0.03%","0.13%"
"com","middle atlantic","hns","s-790",0,0,"0%","0%"
"com","west south central","gs","s-515",0,0,"0%","0%"
"com","west north central","neuro","m-327",0.02,0.01,"0.02%","0.01%"
"com","others","ped","p-320",0,0,"0%","0%"
"com","mountain","uro","s-890",0.01,0.02,"0.01%","0.02%"
"com","middle atlantic","ped","p-52",0,0,"0%","0%"
"com","east south central","gi","m-200",0.01,0,"0.01%","0%"
"com","east north central","gi","m-180",0.02,0.02,"0.02%","0.02%"
"com","mountain","ped","p-375",0,0,"0%","0%"
"com","west north central","bh","b-026-ip",0,0,"0%","0%"
"com","loosely managed","gs","s-510",0,0,"0%","0%"
"com","new england","ort","m-615",0,0.01,"0%","0.01%"
"com","east south central","ort","s-560",0.12,0.11,"0.12%","0.11%"
"com","loosely managed","ort","s-490",0,0,"0%","0%"
"com","others","thor","pg-rf",0.03,0.04,"0.03%","0.04%"
"com","west north central","cv","s-392",0,0,"0%","0%"
"com","new england","ort","s-1132",0,0,"0%","0%"
"com","new england","neuro","m-83",0.05,0.05,"0.05%","0.05%"
"com","pacific","ort","s-615",0.01,0.01,"0.01%","0.01%"
"com","loosely managed","id","m-600",0,0,"0%","0%"
"com","south atlantic","gs","s-510",0,0,"0%","0%"
"com","well managed","thor","s-868",0,0,"0%","0%"
"com","weighted national","gs","s-864",0,0,"0%","0%"
"com","west north central","ped","p-427",0,0,"0%","0%"
"com","new england","hns","s-1000",0,0.01,"0%","0.01%"
"com","new england","ophth","s-430",0,0,"0%","0%"
"com","east north central","gs","s-1060",0,0,"0%","0%"
"com","loosely managed","ped","p-210",0,0,"0%","0%"
"com","middle atlantic","ort","s-632",0,0,"0%","0%"
"com","west south central","ort","s-580",0,0,"0%","0%"
"com","others","ped","p-200",0,0,"0%","0%"
"com","weighted national","neo","pg-neo",0.08,0.11,"0.08%","0.11%"
"com","others","gs","s-860",0,0,"0%","0%"
"com","well managed","gi","m-210",0.04,0.07,"0.04%","0.07%"
"com","south atlantic","gi","m-210",0.04,0.07,"0.04%","0.07%"
"com","east south central","cv","s-130",0,0,"0%","0%"
"com","east south central","gs","s-1062",0,0,"0%","0%"
"com","south atlantic","ped","p-210",0,0,"0%","0%"
"com","well managed","thor","m-282",0.04,0.03,"0.04%","0.03%"
"com","middle atlantic","ort","s-421",0,0,"0%","0%"
"com","mountain","thor","m-515",0.01,0,"0.01%","0%"
"com","others","ped","p-272",0,0,"0%","0%"
"com","pacific","neph","m-320",0.01,0.02,"0.01%","0.02%"
"com","mountain","gi","m-210",0.04,0.07,"0.04%","0.07%"
"com","east south central","ob","s-665",0,0.01,"0%","0.01%"
"com","moderately managed","gi","m-560",0,0.01,"0%","0.01%"
"com","west north central","ped","p-12",0,0,"0%","0%"
"com","east south central","thor","m-515",0.01,0,"0.01%","0%"
"com","middle atlantic","ob","s-1180",1.06,1.15,"1.06%","1.15%"
"com","west south central","ort","s-675",0,0,"0%","0%"
"com","east north central","gs","s-510",0,0,"0%","0%"
"com","moderately managed","ort","sg-ms",0.06,0.05,"0.06%","0.05%"
"com","south atlantic","gs","s-185",0.01,0,"0.01%","0%"
"com","middle atlantic","neo","p-340",0,0,"0%","0%"
"com","east north central","uro","s-890",0.01,0.02,"0.01%","0.02%"
"com","west south central","ped","p-219",0,0,"0%","0%"
"com","west north central","card","m-510",0.01,0.01,"0.01%","0.01%"
"com","mountain","ort","s-495",0.01,0.02,"0.01%","0.02%"
"com","west south central","gs","s-512",0,0.01,"0%","0.01%"
"com","loosely managed","ped","p-580",0.01,0.01,"0.01%","0.01%"
"com","loosely managed","ob","s-1020",0,0,"0%","0%"
"com","east north central","ort","s-1210",0,0,"0%","0%"
"com","pacific","gs","s-510",0,0,"0%","0%"
"com","pacific","bh","b-027-ip",0,0,"0%","0%"
"com","middle atlantic","cv","s-152",0,0,"0%","0%"
"com","pacific","cv","s-392",0,0,"0%","0%"
"com","weighted national","gi","m-370",0.01,0.01,"0.01%","0.01%"
"com","west south central","thor","m-283",0.01,0.02,"0.01%","0.02%"
"com","east north central","card","m-197",0.02,0.02,"0.02%","0.02%"
"com","pacific","bh","b-026-ip",0,0,"0%","0%"
"com","east north central","ped","p-360",0,0,"0%","0%"
"com","mountain","thor","m-100",0.02,0.02,"0.02%","0.02%"
"com","well managed","gi","m-05",0.01,0.01,"0.01%","0.01%"
"com","weighted national","ort","s-500",0,0.01,"0%","0.01%"
"com","mountain","uro","mg-ud",0.01,0.03,"0.01%","0.03%"
"com","middle atlantic","ort","s-1045",0,0,"0%","0%"
"com","middle atlantic","bh","bg-bhg",0.01,0.01,"0.01%","0.01%"
"com","weighted national","gs","s-360",0,0,"0%","0%"
"com","east north central","ob","m-132",0,0,"0%","0%"
"com","west south central","neph","m-320",0.02,0.02,"0.02%","0.02%"
"com","pacific","hns","mg-hnd",0.02,0.02,"0.02%","0.02%"
"com","new england","gi","m-123",0.01,0.01,"0.01%","0.01%"
"com","weighted national","ped","p-200",0,0,"0%","0%"
"com","east north central","ob","s-660",0,0.01,"0%","0.01%"
"com","west north central","ort","s-830",0,0,"0%","0%"
"com","others","bh","b-005-ip",0,0,"0%","0%"
"com","middle atlantic","gi","m-250",0.04,0.03,"0.04%","0.03%"
"com","south atlantic","ped","p-505",0,0,"0%","0%"
"com","south atlantic","uro","sg-us",0.01,0.01,"0.01%","0.01%"
"com","south atlantic","ped","pg-ped",0,0,"0%","0%"
"com","west north central","neuro","m-221",0,0,"0%","0%"
"com","moderately managed","ped","p-590",0,0,"0%","0%"
"com","east north central","ped","p-448",0,0,"0%","0%"
"com","new england","gi","m-200",0,0,"0%","0%"
"com","loosely managed","ped","p-12",0,0,"0%","0%"
"com","west south central","gi","m-550",0.01,0.01,"0.01%","0.01%"
"com","well managed","ort","s-572",0,0,"0%","0%"
"com","south atlantic","ob","mg-obd-ob",0.03,0.04,"0.03%","0.04%"
"com","others","gi","m-210",0.04,0.07,"0.04%","0.07%"
"com","loosely managed","card","m-334",0,0.01,"0%","0.01%"
"com","weighted national","ort","s-495",0.02,0.02,"0.02%","0.02%"
"com","south atlantic","card","m-197",0.02,0.02,"0.02%","0.02%"
"com","well managed","unclx","a-apc",0,0,"0%","0%"
"com","pacific","card","mg-c",0.02,0.02,"0.02%","0.02%"
"com","pacific","thor","m-540",0,0,"0%","0%"
"com","new england","ped","p-272",0,0,"0%","0%"
"com","east north central","card","m-52",0.01,0.01,"0.01%","0.01%"
"com","east north central","cv","s-535",0,0,"0%","0%"
"com","west south central","thor","s-802",0,0.01,"0%","0.01%"
"com","west south central","ped","p-60",0.01,0.02,"0.01%","0.02%"
"com","south atlantic","ort","s-830",0,0,"0%","0%"
"com","south atlantic","ort","s-1230",0,0,"0%","0%"
"com","weighted national","uro","mg-ud",0.02,0.03,"0.02%","0.03%"
"com","others","neo","p-595",0.01,0.05,"0.01%","0.05%"
"com","pacific","neo","p-265",0.21,0.24,"0.21%","0.24%"
"com","pacific","cv","s-480",0,0,"0%","0%"
"com","west south central","neo","p-358",0.12,0.13,"0.12%","0.13%"
"com","new england","gs","s-862",0.01,0,"0.01%","0%"
"com","moderately managed","bh","b-010-ip",0.01,0,"0.01%","0%"
"com","others","gi","m-170",0.06,0.04,"0.06%","0.04%"
"com","south atlantic","neph","m-320",0.02,0.02,"0.02%","0.02%"
"com","others","gi","m-250",0.03,0.03,"0.03%","0.03%"
"com","well managed","ort","s-1132",0,0,"0%","0%"
"com","well managed","ped","p-414",0,0,"0%","0%"
"com","mountain","ort","s-572",0,0,"0%","0%"
"com","south atlantic","unclx","a-esc",0,0,"0%","0%"
"com","mountain","ped","p-147",0,0,"0%","0%"
"com","moderately managed","ped","p-30",0.01,0,"0.01%","0%"
"com","well managed","hema","mg-hem",0.02,0.01,"0.02%","0.01%"
"com","south atlantic","uro","s-1160",0,0,"0%","0%"
"com","new england","hns","s-940",0,0,"0%","0%"
"com","well managed","bh","b-028-ip",0,0.01,"0%","0.01%"
"com","moderately managed","gi","m-370",0.01,0.01,"0.01%","0.01%"
"com","east south central","ob","s-1181",0.07,0.1,"0.07%","0.1%"
"com","new england","bh","b-030-ip",0.01,0,"0.01%","0%"
"com","loosely managed","ped","p-202",0,0,"0%","0%"
"com","south atlantic","hema","m-35",0.01,0,"0.01%","0%"
"com","south atlantic","uro","s-210",0,0,"0%","0%"
"com","south atlantic","ophth","s-1030",0,0,"0%","0%"
"com","well managed","neuro","m-152",0,0,"0%","0%"
"com","loosely managed","ort","s-110",0,0,"0%","0%"
"com","west north central","card","m-505",0.04,0.02,"0.04%","0.02%"
"com","east south central","id","m-605",0,0,"0%","0%"
"com","loosely managed","ort","sg-ms",0.07,0.05,"0.07%","0.05%"
"com","west north central","ns","s-414",0,0,"0%","0%"
"com","new england","ped","p-1300",0,0,"0%","0%"
"com","moderately managed","gi","mg-gas",0.06,0.05,"0.06%","0.05%"
"com","south atlantic","uro","s-200",0,0,"0%","0%"
"com","south atlantic","ped","p-52",0,0,"0%","0%"
"com","south atlantic","ped","p-290",0,0,"0%","0%"
"com","mountain","ped","p-100",0,0,"0%","0%"
"com","well managed","gs","s-862",0,0,"0%","0%"
"com","west north central","ob","s-1020",0,0,"0%","0%"
"com","loosely managed","gs","s-1200",0,0,"0%","0%"
"com","mountain","ped","p-190",0.01,0,"0.01%","0%"
"com","pacific","ped","p-60",0.01,0.02,"0.01%","0.02%"
"com","mountain","ort","s-310",0,0,"0%","0%"
"com","mountain","neuro","m-360",0.01,0.01,"0.01%","0.01%"
"com","weighted national","gs","s-513",0.02,0.08,"0.02%","0.08%"
"com","weighted national","ped","p-370",0,0,"0%","0%"
"com","south atlantic","ort","s-530",0,0,"0%","0%"
"com","south atlantic","bh","b-014-ip",0.02,0.02,"0.02%","0.02%"
"com","new england","bh","b-015-ip",0.35,0.32,"0.35%","0.32%"
"com","middle atlantic","gi","m-170",0.05,0.04,"0.05%","0.04%"
"com","others","bh","b-026-ip",0,0,"0%","0%"
"com","east south central","thor","m-60",0.02,0.03,"0.02%","0.03%"
"com","middle atlantic","ped","p-130",0,0,"0%","0%"
"com","mountain","unclx","a-esc",0,0,"0%","0%"
"com","weighted national","ophth","s-1190",0,0,"0%","0%"
"com","east south central","gs","s-445",0,0,"0%","0%"
"com","loosely managed","thor","m-540",0.01,0,"0.01%","0%"
"com","mountain","gi","m-150",0.02,0.02,"0.02%","0.02%"
"com","pacific","cv","s-291",0,0,"0%","0%"
"com","weighted national","gi","m-123",0.01,0.01,"0.01%","0.01%"
"com","new england","ped","p-20",0,0.02,"0%","0.02%"
"com","mountain","gs","s-513",0.02,0.08,"0.02%","0.08%"
"com","loosely managed","ort","s-570",0,0,"0%","0%"
"com","new england","ped","p-432",0,0,"0%","0%"
"com","well managed","ort","s-110",0,0,"0%","0%"
"com","well managed","card","m-40",0.01,0.02,"0.01%","0.02%"
"com","weighted national","ob","s-850",0,0,"0%","0%"
"com","middle atlantic","gi","m-180",0.02,0.02,"0.02%","0.02%"
"com","west north central","card","m-340",0.01,0.01,"0.01%","0.01%"
"com","weighted national","gi","m-200",0,0,"0%","0%"
"com","west south central","card","m-334",0,0.01,"0%","0.01%"
"com","well managed","ped","p-187",0,0,"0%","0%"
"com","south atlantic","gs","s-445",0,0,"0%","0%"
"com","pacific","uro","s-960",0.02,0.01,"0.02%","0.01%"
"com","middle atlantic","endo","s-20",0,0,"0%","0%"
"com","weighted national","card","m-240",0,0,"0%","0%"
"com","middle atlantic","ob","m-260",0.01,0,"0.01%","0%"
"com","mountain","ped","p-330",0.02,0.02,"0.02%","0.02%"
"com","weighted national","bh","b-022-ip",0.06,0.05,"0.06%","0.05%"
"com","moderately managed","cv","s-292",0,0,"0%","0%"
"com","middle atlantic","thor","m-60",0.02,0.03,"0.02%","0.03%"
"com","others","unclx","a-mpc",0,0,"0%","0%"
"com","mountain","ped","p-370",0,0,"0%","0%"
"com","south atlantic","neo","p-15",0.01,0.01,"0.01%","0.01%"
"com","loosely managed","bh","b-021-ip",0,0,"0%","0%"
"com","south atlantic","ped","p-1305",0,0,"0%","0%"
"com","pacific","thor","m-283",0.01,0.02,"0.01%","0.02%"
"com","moderately managed","thor","m-545",0,0.01,"0%","0.01%"
"com","new england","gs","s-990",0,0,"0%","0%"
"com","weighted national","ped","p-590",0,0,"0%","0%"
"com","loosely managed","id","m-160",0.2,0.18,"0.2%","0.18%"
"com","moderately managed","ort","s-760",0,0.01,"0%","0.01%"
"com","west south central","cv","s-300",0.01,0,"0.01%","0%"
"com","west south central","endo","m-134",0,0,"0%","0%"
"com","loosely managed","ns","s-414",0,0,"0%","0%"
"com","loosely managed","hema","m-35",0.01,0,"0.01%","0%"
"com","west south central","endo","s-22",0,0,"0%","0%"
"com","mountain","gs","s-185",0.01,0,"0.01%","0%"
"com","others","ob","m-195",0,0,"0%","0%"
"com","new england","cv","s-281",0,0,"0%","0%"
"com","east north central","ort","s-572",0,0,"0%","0%"
"com","east south central","gi","mg-gas",0.07,0.05,"0.07%","0.05%"
"com","pacific","card","m-340",0,0.01,"0%","0.01%"
"com","loosely managed","uro","s-960",0.02,0.01,"0.02%","0.01%"
"com","mountain","gi","mg-gas",0.06,0.05,"0.06%","0.05%"
"com","east north central","ped","p-410",0.01,0,"0.01%","0%"
"com","south atlantic","ped","p-1015",0,0,"0%","0%"
"com","well managed","hema","m-87",0.03,0.03,"0.03%","0.03%"
"com","middle atlantic","ort","s-760",0,0.01,"0%","0.01%"
"com","west south central","bh","b-002-ip",0.01,0.01,"0.01%","0.01%"
"com","east north central","gs","s-513",0.03,0.08,"0.03%","0.08%"
"com","mountain","ort","s-570",0,0,"0%","0%"
"com","south atlantic","ort","s-340",0,0,"0%","0%"
"com","mountain","gs","s-990",0,0,"0%","0%"
"com","middle atlantic","ped","p-170",0,0,"0%","0%"
"com","east south central","ob","m-287",0.01,0.01,"0.01%","0.01%"
"com","loosely managed","ort","s-572",0,0,"0%","0%"
"com","others","neuro","m-327",0.01,0.01,"0.01%","0.01%"
"com","mountain","ped","p-112",0,0,"0%","0%"
"com","west south central","ort","s-1230",0,0,"0%","0%"
"com","others","bh","b-007-ip",0,0,"0%","0%"
"com","weighted national","endo","s-20",0,0,"0%","0%"
"com","middle atlantic","gs","s-864",0,0,"0%","0%"
"com","south atlantic","ped","p-427",0,0,"0%","0%"
"com","west south central","gi","m-182",0.03,0.04,"0.03%","0.04%"
"com","others","bh","b-014-ip",0.02,0.02,"0.02%","0.02%"
"com","middle atlantic","neph","m-325",0,0.01,"0%","0.01%"
"com","west south central","ob","mg-obd-ob",0.03,0.04,"0.03%","0.04%"
"com","weighted national","cv","s-130",0,0,"0%","0%"
"com","well managed","neuro","m-360",0.01,0.01,"0.01%","0.01%"
"com","mountain","uro","s-872",0.01,0.02,"0.01%","0.02%"
"com","new england","bh","b-010-ip",0.01,0,"0.01%","0%"
"com","weighted national","ped","p-290",0,0,"0%","0%"
"com","mountain","ped","p-207",0,0,"0%","0%"
"com","pacific","ort","s-770",0,0,"0%","0%"
"com","middle atlantic","cv","s-160",0,0,"0%","0%"
"com","middle atlantic","ped","p-210",0,0,"0%","0%"
"com","west north central","ped","p-272",0,0,"0%","0%"
"com","east north central","neuro","m-79",0,0,"0%","0%"
"com","east south central","cv","s-390",0.04,0.03,"0.04%","0.03%"
"com","east south central","cv","s-131",0,0,"0%","0%"
"com","east south central","thor","m-284",0,0,"0%","0%"
"com","weighted national","gs","s-510",0,0,"0%","0%"
"com","middle atlantic","ort","s-956",0,0,"0%","0%"
"com","west south central","ped","p-443",0,0,"0%","0%"
"com","south atlantic","ort","s-424",0,0,"0%","0%"
"com","south atlantic","neo","p-425",0.01,0.01,"0.01%","0.01%"
"com","loosely managed","unclx","a-nsf",0.01,0.03,"0.01%","0.03%"
"com","weighted national","cv","s-284",0,0,"0%","0%"
"com","middle atlantic","ped","p-410",0.01,0,"0.01%","0%"
"com","pacific","ped","p-565",0,0,"0%","0%"
"com","well managed","cv","s-284",0,0,"0%","0%"
"com","east north central","hema","m-35",0.01,0,"0.01%","0%"
"com","west south central","ped","p-220",0,0,"0%","0%"
"com","loosely managed","ped","p-427",0,0,"0%","0%"
"com","pacific","ped","p-510",0,0,"0%","0%"
"com","east north central","neo","pg-neo",0.09,0.11,"0.09%","0.11%"
"com","middle atlantic","gs","s-858",0,0,"0%","0%"
"com","loosely managed","bh","b-024-ip",0,0,"0%","0%"
"com","new england","thor","m-100",0.04,0.02,"0.04%","0.02%"
"com","middle atlantic","ped","p-123",0.01,0,"0.01%","0%"
"com","south atlantic","gs","s-513",0.02,0.08,"0.02%","0.08%"
"com","west north central","ped","p-580",0,0.01,"0%","0.01%"
"com","weighted national","ob","mg-obd-gy",0.01,0.01,"0.01%","0.01%"
"com","mountain","thor","m-290",0.04,0.04,"0.04%","0.04%"
"com","middle atlantic","cv","s-1072",0,0,"0%","0%"
"com","east south central","gs","s-845",0,0,"0%","0%"
"com","moderately managed","bh","b-020-ip",0.01,0,"0.01%","0%"
"com","south atlantic","thor","mg-pul",0.04,0.02,"0.04%","0.02%"
"com","moderately managed","neuro","m-83",0.04,0.05,"0.04%","0.05%"
"com","west north central","unclx","a-apc",0,0,"0%","0%"
"com","well managed","ort","s-260",0,0,"0%","0%"
"com","weighted national","ob","s-1181",0.08,0.1,"0.08%","0.1%"
"com","west north central","card","m-240",0,0,"0%","0%"
"com","new england","ort","s-310",0,0,"0%","0%"
"com","east north central","ped","p-130",0,0,"0%","0%"
"com","middle atlantic","ort","s-600",0.01,0,"0.01%","0%"
"com","middle atlantic","ort","s-1220",0,0,"0%","0%"
"com","mountain","unclx","a-mpc",0,0,"0%","0%"
"com","west south central","neo","p-425",0.01,0.01,"0.01%","0.01%"
"com","others","ort","s-460",0,0,"0%","0%"
"com","east north central","gi","m-370",0.01,0.01,"0.01%","0.01%"
"com","west south central","ped","p-411",0,0,"0%","0%"
"com","new england","cv","s-282",0,0,"0%","0%"
"com","pacific","ob","s-660",0.01,0.01,"0.01%","0.01%"
"com","west north central","gs","s-445",0,0,"0%","0%"
"com","middle atlantic","gs","s-250",0.02,0.03,"0.02%","0.03%"
"com","moderately managed","unclx","a-rhb",0.05,0,"0.05%","0%"
"com","moderately managed","ped","p-565",0,0,"0%","0%"
"com","west north central","gs","s-845",0,0,"0%","0%"
"com","moderately managed","ort","s-310",0,0,"0%","0%"
"com","east north central","neph","m-310",0,0,"0%","0%"
"com","middle atlantic","ob","s-775",0.01,0.01,"0.01%","0.01%"
"com","weighted national","card","m-510",0.02,0.01,"0.02%","0.01%"
"com","east north central","ns","sg-ns",0.03,0.03,"0.03%","0.03%"
"com","south atlantic","thor","m-290",0.04,0.04,"0.04%","0.04%"
"com","west south central","ort","m-63",0.01,0.01,"0.01%","0.01%"
"com","new england","ped","p-112",0.01,0,"0.01%","0%"
"com","weighted national","uro","s-890",0.01,0.02,"0.01%","0.02%"
"com","weighted national","uro","s-x23",0,0,"0%","0%"
"com","east north central","ped","p-123",0,0,"0%","0%"
"com","others","ped","pg-ped",0,0,"0%","0%"
"com","pacific","endo","s-930",0,0,"0%","0%"
"com","moderately managed","endo","s-930",0,0,"0%","0%"
"com","east south central","gi","m-123",0.01,0.01,"0.01%","0.01%"
"com","pacific","neo","p-357",0.59,0.75,"0.59%","0.75%"
"com","moderately managed","neo","p-357",1,0.75,"1%","0.75%"
"com","moderately managed","gs","s-840",0,0,"0%","0%"
"com","others","ort","s-421",0,0,"0%","0%"
"com","mountain","ped","p-350",0,0,"0%","0%"
"com","weighted national","neuro","m-185",0.01,0.02,"0.01%","0.02%"
"com","well managed","ort","s-500",0,0.01,"0%","0.01%"
"com","weighted national","ped","p-185",0,0.01,"0%","0.01%"
"com","new england","gs","s-516",0.05,0.13,"0.05%","0.13%"
"com","moderately managed","neuro","m-222",0,0,"0%","0%"
"com","moderately managed","bh","b-017-ip",0,0,"0%","0%"
"com","new england","ped","p-05",0,0,"0%","0%"
"com","pacific","gs","s-445",0,0,"0%","0%"
"com","moderately managed","bh","b-015-ip",0.18,0.32,"0.18%","0.32%"
"com","loosely managed","neuro","m-327",0.02,0.01,"0.02%","0.01%"
"com","east north central","unclx","unclass",0.02,0.04,"0.02%","0.04%"
"com","west north central","ns","s-1050",0,0,"0%","0%"
"com","south atlantic","ort","s-100",0.01,0.01,"0.01%","0.01%"
"com","weighted national","ob","m-285",0.01,0.01,"0.01%","0.01%"
"com","middle atlantic","card","m-52",0.01,0.01,"0.01%","0.01%"
"com","east north central","uro","s-x23",0,0,"0%","0%"
"com","south atlantic","gi","m-05",0.01,0.01,"0.01%","0.01%"
"com","west north central","ort","s-1131",0,0,"0%","0%"
"com","well managed","gs","s-513",0.01,0.08,"0.01%","0.08%"
"com","mountain","neo","pg-neo",0.07,0.11,"0.07%","0.11%"
"com","others","ped","p-505",0,0,"0%","0%"
"com","moderately managed","neo","p-265",0.23,0.24,"0.23%","0.24%"
"com","others","endo","s-930",0,0,"0%","0%"
"com","weighted national","card","m-230",0.07,0.07,"0.07%","0.07%"
"com","weighted national","thor","m-500",0.01,0.01,"0.01%","0.01%"
